Fecha,Product_ID,Código,Categoría,Producto,Precio Costo,Total COGS,Cantidad,Precio Unitario,Monto
13/08/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
13/08/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
13/08/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
13/08/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
13/08/2022,258,77916396,Golosina,"Topline Strong 6,7g",38,38,1,60,60
13/08/2022,247,77940131,Golosina,Turrón Maní Arcor 25g,30,60,2,40,80
13/08/2022,263,6.21355E+11,Golosina,Caramelos 1,4,24,6,5,30
13/08/2022,273,7.7909E+12,Jugo,Cepita Naranja 1500ml,200,200,1,250,250
13/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
13/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
13/08/2022,251,77939753,Golosina,Topline Seven Atomic Strong 14g,78,78,1,80,80
13/08/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
13/08/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
13/08/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
13/08/2022,295,7.79391E+12,Lácteos,Yogurt Entero Vasito Vainilla Tregar 125g,60,60,1,80,80
13/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
13/08/2022,29,7.79807E+12,Agua Saborizada,Sierra de Los Padres Manzana 2250ml,185,185,1,240,240
13/08/2022,197,7.79004E+12,Galletita,Polvorita Vainilla 150g,75,75,1,100,100
13/08/2022,278,7.79004E+12,Jugo,Baggio Pronto Multifruta 200ml,47,47,1,70,70
13/08/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
13/08/2022,496,7.79184E+12,Vino,Viñas de Balbo 1125ml,224,224,1,400,400
13/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
13/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
13/08/2022,246,7.79138E+12,Gaseosa,Cabalgata Pomelo 3000ml,168,168,1,240,240
13/08/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,52,1,70,70
13/08/2022,263,6.21355E+11,Golosina,Caramelos 1,4,160,40,5,200
13/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,450,450,1,500
13/08/2022,18,7.79806E+12,Agua Saborizada,Levité Pomelo 2250ml,175,175,1,250,250
13/08/2022,67,7.79315E+12,Cerveza,Imperial Lager  473ml,120,480,4,160,640
13/08/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
13/08/2022,263,6.21355E+11,Golosina,Caramelos 1,4,8,2,5,10
13/08/2022,12,7.79217E+12,Agua Saborizada,Gatorade Frutas Tropicales 500ml,150,300,2,200,400
13/08/2022,252,77931764,Golosina,Topline Seven X-plosive Mint 14g,78,156,2,80,160
13/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,70,70,1,80
13/08/2022,238,7.79276E+12,Gaseosa,Secco Pomelo 3000ml,180,180,1,240,240
13/08/2022,244,7.79276E+12,Gaseosa,Secco Pomelo Intenso 3000ml,180,180,1,240,240
13/08/2022,28,7.79807E+12,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,185,185,1,240,240
13/08/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
13/08/2022,18,7.79806E+12,Agua Saborizada,Levité Pomelo 2250ml,175,175,1,250,250
13/08/2022,218,7.79004E+12,Galletita,Diversión Arcor 398g,194,194,1,250,250
13/08/2022,200,7.79179E+12,Galletita,Trío Pepas 200g,98,98,1,130,130
13/08/2022,205,7.79004E+12,Galletita,Lia Desfile Surtido 390g,158,158,1,210,210
13/08/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
13/08/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
13/08/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
13/08/2022,251,77939753,Golosina,Topline Seven Atomic Strong 14g,78,78,1,80,80
13/08/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
13/08/2022,180,7.79801E+12,Farmacia,Apósitos Protectores,10,10,1,20,20
13/08/2022,252,77931764,Golosina,Topline Seven X-plosive Mint 14g,78,78,1,80,80
13/08/2022,227,7.7909E+12,Gaseosa,Sprite Retornable 2000ml,173,173,1,230,230
13/08/2022,365,7.79004E+12,Mercadito,Edulcorante Si Diet 200ml,158,158,1,210,210
13/08/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,117,1,180,180
13/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,40,20,2.5,50
13/08/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,46,1,70,70
13/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,8,4,2.5,10
13/08/2022,77,7.79315E+12,Cerveza,Imperial Golden Retornable 1000ml,260,260,1,360,360
13/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
13/08/2022,468,3.05707E+12,Varios,Liyo Caja 50,60,60,1,100,100
13/08/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
13/08/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
13/08/2022,491,7.79025E+12,Varios,Rollo de Cocina Sussex 50,61,61,1,100,100
13/08/2022,126,77971913,Cigarrillo,Philip Morris Convertible 10 10,180,180,1,240,240
13/08/2022,235,7.79138E+12,Gaseosa,Cabalgata Cola 3000ml,168,168,1,240,240
13/08/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
13/08/2022,39,7.79095E+12,Aperitivo,Dr Lemon Pomelo 473ml,150,150,1,200,180
13/08/2022,38,7.79095E+12,Aperitivo,Dr Lemon Vodka 473ml,150,150,1,200,180
13/08/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,30,2,30,60
13/08/2022,126,77971913,Cigarrillo,Philip Morris Convertible 10 10,180,180,1,240,240
13/08/2022,253,77948496,Golosina,Topline Seven Violet Cherry 14g,78,78,1,80,80
13/08/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
13/08/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,234,2,180,360
13/08/2022,491,7.79025E+12,Varios,Rollo de Cocina Sussex 50,61,122,2,100,200
13/08/2022,162,7.79139E+12,Farmacia,Pañuelos Descartables 1,23,46,2,30,60
13/08/2022,8,7.79811E+12,Agua,Villamanaos 600ml,36,36,1,70,70
13/08/2022,28,7.79807E+12,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,185,185,1,240,240
14/08/2022,168,7.79364E+12,Farmacia,Cafiaspirina 500mg 1,23,46,2,30,60
14/08/2022,137,1.00708E+12,Energizante,Monster Mango Loco 473cc,194,194,1,270,270
14/08/2022,491,7.79025E+12,Varios,Rollo de Cocina Sussex 50,61,61,1,100,100
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
14/08/2022,8,7.79811E+12,Agua,Villamanaos 600ml,36,36,1,70,70
14/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,8,4,2.5,10
14/08/2022,519,9.75331E+11,Farmacia,Migral Compositum,42,420,10,60,550
14/08/2022,246,7.79138E+12,Gaseosa,Cabalgata Pomelo 3000ml,168,168,1,240,240
14/08/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,75,5,30,150
14/08/2022,26,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja Dulce Liviano 1000ml,131,131,1,230,230
14/08/2022,230,7.79138E+12,Gaseosa,Cabalgata Cola 500ml,60,60,1,80,80
14/08/2022,230,7.79138E+12,Gaseosa,Cabalgata Cola 500ml,60,60,1,80,80
14/08/2022,231,7.79138E+12,Gaseosa,Cabalgata Naranja 500ml,60,60,1,80,80
14/08/2022,231,7.79138E+12,Gaseosa,Cabalgata Naranja 500ml,60,60,1,80,80
14/08/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,1,50,50
14/08/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
14/08/2022,465,7.79836E+12,Varios,Barbijos 1,75,150,2,100,200
14/08/2022,27,7.79032E+12,Agua Saborizada,Levité Manzana  2500ml,204,204,1,250,250
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
14/08/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
14/08/2022,278,7.79004E+12,Jugo,Baggio Pronto Multifruta 200ml,47,47,1,70,70
14/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,44,4,15,60
14/08/2022,281,7.79004E+12,Jugo,Baggio Pronto Multifruta 1000ml,163,163,1,230,230
14/08/2022,197,7.79004E+12,Galletita,Polvorita Vainilla 150g,75,75,1,100,100
14/08/2022,41,7.79811E+12,Aperitivo,Fernandito 1000ml,113,113,1,150,150
14/08/2022,116,77962737,Cigarrillo,Pier Verde 20 20,113,113,1,160,160
14/08/2022,456,6.902E+12,Varios,Encendedor Candela 1,45,45,1,60,60
14/08/2022,79,7.7928E+12,Cerveza,Budweiser King of Beers 710cc,218,218,1,300,300
14/08/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
14/08/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
14/08/2022,14,7.79004E+12,Agua Saborizada,Baggio Fresh Pomelo 1500ml,100,100,1,140,140
14/08/2022,300,7.79004E+12,Lácteos,Baggio Chocolatada Latte 200ml,50,50,1,80,80
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
14/08/2022,297,7.79391E+12,Lácteos,Yogur Entero Frutilla Tregar 1kg,170,170,1,260,260
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
14/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,33,3,15,45
14/08/2022,465,7.79836E+12,Varios,Barbijos 1,75,75,1,100,100
14/08/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,2,50,100
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,150,150,1,170
14/08/2022,214,7.79004E+12,Galletita,Maná Clasica Leche 145g,113,113,1,150,150
14/08/2022,251,77939753,Golosina,Topline Seven Atomic Strong 14g,78,156,2,80,160
14/08/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
14/08/2022,467,30042452,Varios,Liyo X2 2,1,4,4,2.5,10
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
14/08/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
14/08/2022,287,7.79391E+12,Lácteos,Chocolatada Tregar 200ml,90,90,1,120,120
14/08/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
14/08/2022,238,7.79276E+12,Gaseosa,Secco Pomelo 3000ml,180,180,1,240,240
14/08/2022,176,7.79152E+12,Farmacia,Prime Anatómico 3,220,220,1,380,380
14/08/2022,199,7.7922E+12,Galletita,9 de Oro Agridulce  200g,98,98,1,140,140
14/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,700,700,1,770
14/08/2022,283,7.6222E+12,Jugo,Tang Naranja Dulce 18g,28,28,1,50,50
14/08/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,30,2,30,60
14/08/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
14/08/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
14/08/2022,174,7.79152E+12,Farmacia,Prime Mega Mayor Comodidad 3,220,220,1,380,380
14/08/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
14/08/2022,155,7.79464E+12,Farmacia,"Alikal 4,5g",68,68,1,90,90
14/08/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,75,5,30,150
14/08/2022,301,7.79004E+12,Lácteos,Baggio Chocolatada Latte 1 L,205,205,1,250,250
14/08/2022,93,7.79058E+12,Chocolate,Rocklets  20g,68,68,1,90,90
14/08/2022,284,7.6222E+12,Jugo,Tang Limonada Dulce 18g,28,28,1,50,50
14/08/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
14/08/2022,38,7.79095E+12,Aperitivo,Dr Lemon Vodka 473ml,150,150,1,200,200
14/08/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
14/08/2022,77,7.79315E+12,Cerveza,Imperial Golden Retornable 1000ml,260,260,1,360,360
14/08/2022,349,7.79747E+12,Mercadito,Azúcar Marolio 1000g,203,203,1,270,270
14/08/2022,101,77922120,Chocolate,Block Cofler 110g,218,436,2,280,560
14/08/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,46,1,70,70
14/08/2022,60,7.7928E+12,Cerveza,Quilmes Clásica  473ml,125,250,2,170,340
14/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,11,1,15,15
14/08/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,60,4,30,120
14/08/2022,64,7.79315E+12,Cerveza,Heineken  473ml,173,346,2,230,460
15/08/2022,68,7.79315E+12,Cerveza,Amstel  473ml,128,512,4,170,680
15/08/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
15/08/2022,235,7.79138E+12,Gaseosa,Cabalgata Cola 3000ml,168,168,1,240,240
15/08/2022,201,7.7922E+12,Galletita,9 de Oro Salada  200g,98,98,1,140,140
15/08/2022,263,6.21355E+11,Golosina,Caramelos 1,4,16,4,5,20
15/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,88,8,15,120
15/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,16,8,2.5,20
15/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,110,10,15,150
15/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,8,20,160
15/08/2022,313,FOLIOA4,Librería,Folio A4 1,15,15,1,20,20
15/08/2022,467,30042452,Varios,Liyo X2 2,1,8,8,2.5,20
15/08/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
15/08/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
15/08/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
15/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
15/08/2022,28,7.79807E+12,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,185,185,1,240,240
15/08/2022,479,HIELOGRANDE,Varios,Hielo Botella Grande 1,0,0,1,50,50
15/08/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
15/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
15/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
15/08/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
15/08/2022,380,7.79802E+12,Mercadito,Mermelada de Frutilla S&P 454g,157,157,1,280,280
15/08/2022,200,7.79179E+12,Galletita,Trío Pepas 200g,98,98,1,130,130
15/08/2022,372,7.79747E+12,Mercadito,Agua Lavandina Esencial  1000ml,113,113,1,150,150
15/08/2022,18,7.79806E+12,Agua Saborizada,Levité Pomelo 2250ml,175,175,1,250,250
15/08/2022,30,7.79807E+12,Agua Saborizada,Sierra de Los Padres Naranja 2250ml,185,185,1,240,240
15/08/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
15/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,56,28,2.5,70
15/08/2022,478,HIELOCHICO,Varios,Hielo Botella Chica 1,0,0,1,30,30
15/08/2022,358,7.79039E+12,Mercadito,Arroz Largo Fino María 1000g,113,113,1,150,150
15/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,22,2,15,30
15/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,11,1,15,15
15/08/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,22,2,15,30
15/08/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
15/08/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
15/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
15/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
15/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,40,20,2.5,50
15/08/2022,283,7.6222E+12,Jugo,Tang Naranja Dulce 18g,28,56,2,50,100
15/08/2022,84,7.79004E+12,Chocolate,Tatín Negro Triple 1,52,104,2,70,140
15/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,4,20,80
15/08/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,3,10,30
15/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
15/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,29,20,580
15/08/2022,470,8.36839E+11,Varios,Chip  1,38,38,1,50,500
15/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
15/08/2022,116,77962737,Cigarrillo,Pier Verde 20 20,113,113,1,160,160
15/08/2022,193,7.79312E+12,Galletita,Oblita Frutilla 100g,75,75,1,100,100
15/08/2022,74,7.7928E+12,Cerveza,Patagonia Amber Lager 730ml,300,300,1,400,400
15/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
15/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
15/08/2022,146,7.79152E+12,Farmacia,Prime Stronger 3,285,285,1,380,380
15/08/2022,89,77917805,Chocolate,Las Colonias Blanco Triple 1,44,132,3,70,210
15/08/2022,100,BOCADITOSBELCHOCO,Chocolate,Bombón Bel Choco 9g,15,15,1,20,20
15/08/2022,209,7.79004E+12,Galletita,Maná Rellena Frutilla 152g,128,128,1,170,170
15/08/2022,111,77977038,Cigarrillo,Lucky Strike 20 Convertible Box 20,320,320,1,370,370
15/08/2022,81,7.79004E+12,Chocolate,Tatín Blanco Simple 1,38,38,1,50,50
15/08/2022,293,7.79806E+12,Lácteos,Dulce de Leche Tonadita 250g,135,135,1,200,200
15/08/2022,25,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja 1500ml,100,100,1,140,140
15/08/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,52,1,70,70
15/08/2022,290,7.79912E+12,Lácteos,Leche Descremada Great Value 1000ml,135,135,1,180,180
16/08/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,650,2,370,740
16/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
16/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
16/08/2022,273,7.7909E+12,Jugo,Cepita Naranja 1500ml,200,200,1,250,250
16/08/2022,247,77940131,Golosina,Turrón Maní Arcor 25g,30,30,1,40,40
16/08/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,2,10,20
16/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,2,20,40
16/08/2022,83,7.79004E+12,Chocolate,Tatín Negro Simple 1,38,38,1,50,50
16/08/2022,355,7.79271E+12,Mercadito,Yerba Amanda Tradicional 250g,180,180,1,240,240
16/08/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
16/08/2022,125,77960900,Cigarrillo,Pier Rojo 20 20,113,113,1,160,160
16/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
16/08/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,350,350
16/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
16/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,130,130,1,150
16/08/2022,107,77918482,Cigarrillo,Marlboro 20 Box 20,330,330,1,400,400
16/08/2022,123,77976512,Cigarrillo,Lucky Strike 20 Común Blanco Kiss,300,300,1,340,340
16/08/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,117,1,180,180
16/08/2022,89,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,2,70,140
16/08/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,2,20,40
16/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,8,4,2.5,10
16/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
16/08/2022,263,6.21355E+11,Golosina,Caramelos 1,4,24,6,5,30
16/08/2022,83,7.79004E+12,Chocolate,Tatín Negro Simple 1,38,38,1,50,50
16/08/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
16/08/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,2,10,20
16/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,150,150,1,170
16/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
16/08/2022,189,1.23655E+11,Fotocopia,DOBLE FAZ LEGAL 1,0,0,1,30,30
16/08/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
16/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
16/08/2022,111,77977038,Cigarrillo,Lucky Strike 20 Convertible Box 20,320,320,1,370,370
16/08/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
16/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,150,150,1,170
16/08/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
16/08/2022,18,7.79806E+12,Agua Saborizada,Levité Pomelo 2250ml,175,175,1,250,250
16/08/2022,200,7.79179E+12,Galletita,Trío Pepas 200g,98,98,1,130,130
16/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
16/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
16/08/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
16/08/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,52,1,70,70
16/08/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
16/08/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,1000,1000,1,1100
17/08/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,117,1,180,180
17/08/2022,250,7.79058E+12,Golosina,Gomitas Grandes Mogul 35g,45,45,1,60,60
17/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
17/08/2022,171,7.79364E+12,Farmacia,Actron 600 1,63,126,2,90,180
17/08/2022,485,41333666860,Varios,Duracell AA,37,37,1,200,200
17/08/2022,273,7.7909E+12,Jugo,Cepita Naranja 1500ml,200,200,1,250,250
17/08/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,138,3,70,210
17/08/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,24,12,2.5,30
17/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
17/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,4,20,80
17/08/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,350,350
17/08/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,1000,1000
17/08/2022,111,77977038,Cigarrillo,Lucky Strike 20 Convertible Box 20,320,320,1,370,370
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,90,90,1,100
17/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,2,20,40
17/08/2022,189,1.23655E+11,Fotocopia,DOBLE FAZ LEGAL 1,0,0,1,30,30
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,180,180,1,200
17/08/2022,83,7.79004E+12,Chocolate,Tatín Negro Simple 1,38,76,2,50,100
17/08/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,2,20,40
17/08/2022,89,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,2,70,140
17/08/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
17/08/2022,162,7.79139E+12,Farmacia,Pañuelos Descartables 1,23,46,2,30,60
17/08/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,25,20,500
17/08/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
17/08/2022,29,7.79807E+12,Agua Saborizada,Sierra de Los Padres Manzana 2250ml,185,185,1,240,240
17/08/2022,28,7.79807E+12,Agua Saborizada,Sierra de los Padres Pomelo 2250ml,185,185,1,240,240
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
17/08/2022,14,7.79004E+12,Agua Saborizada,Baggio Fresh Pomelo 1500ml,100,100,1,140,140
17/08/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,85,85,1,95
17/08/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
17/08/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
